cas	vrednost
08.09.2014 07:00:00	258.4
08.09.2014 08:00:00	279.4
08.09.2014 09:00:00	288.3
08.09.2014 10:00:00	283.5
08.09.2014 11:00:00	265
08.09.2014 12:00:00	240.6
08.09.2014 13:00:00	212.3
08.09.2014 14:00:00	193.2
08.09.2014 15:00:00	186.2
08.09.2014 16:00:00	192.5
08.09.2014 17:00:00	209.4
08.09.2014 18:00:00	236.7
08.09.2014 19:00:00	262.1
08.09.2014 20:00:00	280.9
08.09.2014 21:00:00	285.7
08.09.2014 22:00:00	279.3
08.09.2014 23:00:00	255.2
09.09.2014 00:00:00	226.3
09.09.2014 01:00:00	197
09.09.2014 02:00:00	179.2
09.09.2014 03:00:00	172.7
09.09.2014 04:00:00	175.6
09.09.2014 05:00:00	197
09.09.2014 06:00:00	223
09.09.2014 07:00:00	248.3
09.09.2014 08:00:00	271.6
09.09.2014 09:00:00	286.4
09.09.2014 10:00:00	287.1
09.09.2014 11:00:00	275.8
09.09.2014 12:00:00	256.1
09.09.2014 13:00:00	232
09.09.2014 14:00:00	206.4
09.09.2014 15:00:00	188.5
09.09.2014 16:00:00	185.9
09.09.2014 17:00:00	195.7
09.09.2014 18:00:00	219.6
09.09.2014 19:00:00	243.5
09.09.2014 20:00:00	265.6
09.09.2014 21:00:00	278.6
09.09.2014 22:00:00	280.1
09.09.2014 23:00:00	267.2
10.09.2014 00:00:00	246.3
10.09.2014 01:00:00	219.9
10.09.2014 02:00:00	202.5
10.09.2014 03:00:00	173.7
10.09.2014 04:00:00	160.9
10.09.2014 05:00:00	184.5
10.09.2014 06:00:00	206.7
10.09.2014 07:00:00	238.8
10.09.2014 08:00:00	260.5
10.09.2014 09:00:00	282.3
10.09.2014 10:00:00	293
10.09.2014 11:00:00	284.7
10.09.2014 12:00:00	266
10.09.2014 13:00:00	243.9
10.09.2014 14:00:00	222.1
10.09.2014 15:00:00	193
10.09.2014 16:00:00	184.8
10.09.2014 17:00:00	186.9
10.09.2014 18:00:00	200
10.09.2014 19:00:00	229.4
10.09.2014 20:00:00	253.2
10.09.2014 21:00:00	272.3
10.09.2014 22:00:00	279.2
10.09.2014 23:00:00	269.9
11.09.2014 00:00:00	254.5
11.09.2014 01:00:00	227.9
11.09.2014 02:00:00	206.5
11.09.2014 03:00:00	185.9
11.09.2014 04:00:00	175.1
11.09.2014 05:00:00	179.5
11.09.2014 06:00:00	199.9
11.09.2014 07:00:00	226.8
11.09.2014 08:00:00	253.8
11.09.2014 09:00:00	272.8
11.09.2014 10:00:00	282.1
11.09.2014 11:00:00	284.9
11.09.2014 12:00:00	269.2
11.09.2014 13:00:00	253.9
11.09.2014 14:00:00	237.1
11.09.2014 15:00:00	210.1
11.09.2014 16:00:00	194
11.09.2014 17:00:00	190.1
11.09.2014 18:00:00	201.5
11.09.2014 19:00:00	218.6
11.09.2014 20:00:00	234.4
11.09.2014 21:00:00	256
11.09.2014 22:00:00	263
11.09.2014 23:00:00	269.3
12.09.2014 00:00:00	261.1
12.09.2014 01:00:00	241.6
12.09.2014 02:00:00	213.6
12.09.2014 03:00:00	194.9
12.09.2014 04:00:00	183.9
12.09.2014 05:00:00	190.2
12.09.2014 06:00:00	209.7
12.09.2014 07:00:00	228.1
12.09.2014 08:00:00	249.9
12.09.2014 09:00:00	273.4
12.09.2014 10:00:00	289
12.09.2014 11:00:00	289.4
12.09.2014 12:00:00	282.4
12.09.2014 13:00:00	266.5
12.09.2014 14:00:00	247.2
12.09.2014 15:00:00	231.7
12.09.2014 16:00:00	212.3
12.09.2014 17:00:00	199
12.09.2014 18:00:00	195
12.09.2014 19:00:00	206.3
12.09.2014 20:00:00	222.2
12.09.2014 21:00:00	237.6
12.09.2014 22:00:00	246.7
12.09.2014 23:00:00	250.6
13.09.2014 00:00:00	243.1
13.09.2014 01:00:00	235.2
13.09.2014 02:00:00	222.3
13.09.2014 03:00:00	215.5
13.09.2014 04:00:00	198.6
13.09.2014 05:00:00	196.2
13.09.2014 06:00:00	203.9
13.09.2014 07:00:00	217.6
13.09.2014 08:00:00	237.8
13.09.2014 09:00:00	256.4
13.09.2014 10:00:00	274.1
13.09.2014 11:00:00	277.1
13.09.2014 12:00:00	275.9
13.09.2014 13:00:00	272.6
13.09.2014 14:00:00	260.4
13.09.2014 15:00:00	239.9
13.09.2014 16:00:00	221.1
13.09.2014 17:00:00	212.9
13.09.2014 18:00:00	206.6
13.09.2014 19:00:00	202
13.09.2014 20:00:00	204
13.09.2014 21:00:00	211.5
13.09.2014 22:00:00	223.1
13.09.2014 23:00:00	234
14.09.2014 00:00:00	239.7
14.09.2014 01:00:00	237.9
14.09.2014 02:00:00	232.4
14.09.2014 03:00:00	223.2
14.09.2014 04:00:00	218.2
14.09.2014 05:00:00	216.2
14.09.2014 06:00:00	216.5
14.09.2014 07:00:00	222.2
14.09.2014 08:00:00	233.4
14.09.2014 09:00:00	248.8
14.09.2014 10:00:00	263
14.09.2014 11:00:00	270.1
14.09.2014 12:00:00	271.6
14.09.2014 13:00:00	266.9
14.09.2014 14:00:00	258.8
14.09.2014 15:00:00	246.2
14.09.2014 16:00:00	233.9
14.09.2014 17:00:00	218.2
14.09.2014 18:00:00	203.9
14.09.2014 19:00:00	198.1
14.09.2014 20:00:00	199
14.09.2014 21:00:00	206.4
14.09.2014 22:00:00	212.3
14.09.2014 23:00:00	221.5
15.09.2014 00:00:00	229.3
15.09.2014 01:00:00	234.2
15.09.2014 02:00:00	236.9
15.09.2014 03:00:00	235.6
15.09.2014 04:00:00	231.9
15.09.2014 05:00:00	231.2
15.09.2014 06:00:00	229.1
15.09.2014 07:00:00	231.9
15.09.2014 08:00:00	236.6
15.09.2014 09:00:00	244.1
15.09.2014 10:00:00	251
15.09.2014 11:00:00	255.8
15.09.2014 12:00:00	260.9
15.09.2014 13:00:00	257.8
15.09.2014 14:00:00	251.5
15.09.2014 15:00:00	243.7
15.09.2014 16:00:00	234.3
15.09.2014 17:00:00	224.2
15.09.2014 18:00:00	213.8
15.09.2014 19:00:00	208
15.09.2014 20:00:00	204.4
15.09.2014 21:00:00	203.4
15.09.2014 22:00:00	207.2
15.09.2014 23:00:00	216.8
16.09.2014 00:00:00	224.1
16.09.2014 01:00:00	228.6
16.09.2014 02:00:00	234.4
16.09.2014 03:00:00	235.4
16.09.2014 04:00:00	236.4
16.09.2014 05:00:00	235.5
16.09.2014 06:00:00	237.1
16.09.2014 07:00:00	236.8
16.09.2014 08:00:00	239.4
16.09.2014 09:00:00	241.9
16.09.2014 10:00:00	244
16.09.2014 11:00:00	244
16.09.2014 12:00:00	244.1
16.09.2014 13:00:00	243.3
16.09.2014 14:00:00	242.8
16.09.2014 15:00:00	241.5
16.09.2014 16:00:00	239.1
16.09.2014 17:00:00	235.4
16.09.2014 18:00:00	228.3
16.09.2014 19:00:00	220.4
16.09.2014 20:00:00	212.7
16.09.2014 21:00:00	208
16.09.2014 22:00:00	205.5
16.09.2014 23:00:00	205.6
17.09.2014 00:00:00	209.4
17.09.2014 01:00:00	215.2
17.09.2014 02:00:00	222.5
17.09.2014 03:00:00	231.8
17.09.2014 04:00:00	237.3
17.09.2014 05:00:00	241.5
17.09.2014 06:00:00	245.5
17.09.2014 07:00:00	244.3
17.09.2014 08:00:00	242.3
17.09.2014 09:00:00	239.2
17.09.2014 10:00:00	235.4
17.09.2014 11:00:00	232.8
17.09.2014 12:00:00	232.3
17.09.2014 13:00:00	235.7
17.09.2014 14:00:00	240.1
17.09.2014 15:00:00	240.6
17.09.2014 16:00:00	237.9
17.09.2014 17:00:00	239.1
17.09.2014 18:00:00	239.1
17.09.2014 19:00:00	232.9
17.09.2014 20:00:00	227.7
17.09.2014 21:00:00	220.2
17.09.2014 22:00:00	211.8
17.09.2014 23:00:00	204.7
18.09.2014 00:00:00	201.8
18.09.2014 01:00:00	206.4
18.09.2014 02:00:00	211.9
18.09.2014 03:00:00	219.5
18.09.2014 04:00:00	235.6
18.09.2014 05:00:00	245.9
18.09.2014 06:00:00	252.4
18.09.2014 07:00:00	254
18.09.2014 08:00:00	250.6
18.09.2014 09:00:00	244.9
18.09.2014 10:00:00	237.2
18.09.2014 11:00:00	231.4
18.09.2014 12:00:00	229.7
18.09.2014 13:00:00	224.3
18.09.2014 14:00:00	229.2
18.09.2014 15:00:00	234.5
18.09.2014 16:00:00	241.3
18.09.2014 17:00:00	247.5
18.09.2014 18:00:00	249.4
18.09.2014 19:00:00	248.1
18.09.2014 20:00:00	241.4
18.09.2014 21:00:00	232.8
18.09.2014 22:00:00	220
18.09.2014 23:00:00	208.1
19.09.2014 00:00:00	202.4
19.09.2014 01:00:00	201
19.09.2014 02:00:00	204.4
19.09.2014 03:00:00	217.8
19.09.2014 04:00:00	232.5
19.09.2014 05:00:00	243.5
19.09.2014 06:00:00	254.4
19.09.2014 07:00:00	263
19.09.2014 08:00:00	261.1
19.09.2014 09:00:00	254.8
19.09.2014 10:00:00	245.6
19.09.2014 11:00:00	234.3
19.09.2014 12:00:00	223.6
19.09.2014 13:00:00	219.7
19.09.2014 14:00:00	222
19.09.2014 15:00:00	230.9
19.09.2014 16:00:00	238.7
19.09.2014 17:00:00	249.8
19.09.2014 18:00:00	259.7
19.09.2014 19:00:00	261.7
19.09.2014 20:00:00	262.7
19.09.2014 21:00:00	252.1
19.09.2014 22:00:00	233.9
19.09.2014 23:00:00	211.7
20.09.2014 00:00:00	200.2
20.09.2014 01:00:00	202.2
20.09.2014 02:00:00	201.9
20.09.2014 03:00:00	205.1
20.09.2014 04:00:00	226.9
20.09.2014 05:00:00	252.3
20.09.2014 06:00:00	265.5
20.09.2014 07:00:00	271.3
20.09.2014 08:00:00	269.3
20.09.2014 09:00:00	260.4
20.09.2014 10:00:00	249.7
20.09.2014 11:00:00	232.2
20.09.2014 12:00:00	228.6
20.09.2014 13:00:00	223.2
20.09.2014 14:00:00	214.9
20.09.2014 15:00:00	220.9
20.09.2014 16:00:00	241.6
20.09.2014 17:00:00	256.5
20.09.2014 18:00:00	275.2
20.09.2014 19:00:00	273.8
20.09.2014 20:00:00	262.2
20.09.2014 21:00:00	251.6
20.09.2014 22:00:00	235.5
20.09.2014 23:00:00	219
21.09.2014 00:00:00	208
21.09.2014 01:00:00	193.6
21.09.2014 02:00:00	191.3
21.09.2014 03:00:00	201.2
21.09.2014 04:00:00	218.5
21.09.2014 05:00:00	238.1
21.09.2014 06:00:00	250.6
21.09.2014 07:00:00	266.9
21.09.2014 08:00:00	269.6
21.09.2014 09:00:00	266.7
21.09.2014 10:00:00	259.4
21.09.2014 11:00:00	245.3
21.09.2014 12:00:00	227.2
21.09.2014 13:00:00	210.8
21.09.2014 14:00:00	210.1
21.09.2014 15:00:00	217.7
21.09.2014 16:00:00	231.1
21.09.2014 17:00:00	240.1
21.09.2014 18:00:00	253
21.09.2014 19:00:00	267.5
21.09.2014 20:00:00	273.1
21.09.2014 21:00:00	271.1
21.09.2014 22:00:00	257.7
21.09.2014 23:00:00	240.2
22.09.2014 00:00:00	222.4
22.09.2014 01:00:00	198.8
22.09.2014 02:00:00	195.3
22.09.2014 03:00:00	201
22.09.2014 04:00:00	206.3
22.09.2014 05:00:00	229.8
22.09.2014 06:00:00	253.3
22.09.2014 07:00:00	275.4
22.09.2014 08:00:00	284.4
22.09.2014 09:00:00	282.5
22.09.2014 10:00:00	274.2
22.09.2014 11:00:00	254.6
22.09.2014 12:00:00	233.9
22.09.2014 13:00:00	217.7
22.09.2014 14:00:00	205.6
22.09.2014 15:00:00	203.4
22.09.2014 16:00:00	217.5
22.09.2014 17:00:00	235.3
22.09.2014 18:00:00	250.5
22.09.2014 19:00:00	267
22.09.2014 20:00:00	269
22.09.2014 21:00:00	251.7
22.09.2014 22:00:00	241
22.09.2014 23:00:00	242.4
23.09.2014 00:00:00	219.8
23.09.2014 01:00:00	185.4
23.09.2014 02:00:00	212.7
23.09.2014 03:00:00	215.3
23.09.2014 04:00:00	171.8
23.09.2014 05:00:00	201.1
23.09.2014 06:00:00	252.2
23.09.2014 07:00:00	282
23.09.2014 08:00:00	265.6
23.09.2014 09:00:00	266.1
23.09.2014 10:00:00	277.4
23.09.2014 11:00:00	253.1
23.09.2014 12:00:00	210.4
23.09.2014 13:00:00	174.3
23.09.2014 14:00:00	174.7
23.09.2014 15:00:00	168.6
23.09.2014 16:00:00	198.1
23.09.2014 17:00:00	233.2
23.09.2014 18:00:00	244.4
23.09.2014 19:00:00	246.7
23.09.2014 20:00:00	259.4
23.09.2014 21:00:00	284.8
23.09.2014 22:00:00	277.9
23.09.2014 23:00:00	261.1
24.09.2014 00:00:00	232.5
24.09.2014 01:00:00	208.8
24.09.2014 02:00:00	200.1
24.09.2014 03:00:00	194.6
24.09.2014 04:00:00	205.1
24.09.2014 05:00:00	214.5
24.09.2014 06:00:00	231.3
24.09.2014 07:00:00	251
24.09.2014 08:00:00	274.3
24.09.2014 09:00:00	283.8
24.09.2014 10:00:00	268
24.09.2014 11:00:00	241.3
24.09.2014 12:00:00	227.7
24.09.2014 13:00:00	214.7
24.09.2014 14:00:00	207.7
24.09.2014 15:00:00	197.5
24.09.2014 16:00:00	199.2
24.09.2014 17:00:00	214
24.09.2014 18:00:00	234.6
24.09.2014 19:00:00	258.6
24.09.2014 20:00:00	278.4
24.09.2014 21:00:00	284.9
24.09.2014 22:00:00	277.9
24.09.2014 23:00:00	267.5
25.09.2014 00:00:00	252.3
25.09.2014 01:00:00	233.8
25.09.2014 02:00:00	208.3
25.09.2014 03:00:00	191.6
25.09.2014 04:00:00	194.1
25.09.2014 05:00:00	206.5
25.09.2014 06:00:00	222.3
25.09.2014 07:00:00	240.8
25.09.2014 08:00:00	258.9
25.09.2014 09:00:00	270.9
25.09.2014 10:00:00	277.3
25.09.2014 11:00:00	271.7
25.09.2014 12:00:00	254.9
25.09.2014 13:00:00	236
25.09.2014 14:00:00	211.8
25.09.2014 15:00:00	194.6
25.09.2014 16:00:00	194
25.09.2014 17:00:00	202
25.09.2014 18:00:00	218.6
25.09.2014 19:00:00	238.5
25.09.2014 20:00:00	254.1
25.09.2014 21:00:00	267.4
25.09.2014 22:00:00	268.3
25.09.2014 23:00:00	259.8
26.09.2014 00:00:00	248.1
26.09.2014 01:00:00	227.8
26.09.2014 02:00:00	205.5
26.09.2014 03:00:00	188
26.09.2014 04:00:00	178.5
26.09.2014 05:00:00	181.4
26.09.2014 06:00:00	195.2
26.09.2014 07:00:00	217.8
26.09.2014 08:00:00	242.7
26.09.2014 09:00:00	263.6
26.09.2014 10:00:00	279
26.09.2014 11:00:00	281.2
26.09.2014 12:00:00	265.2
26.09.2014 13:00:00	241.4
26.09.2014 14:00:00	218.1
26.09.2014 15:00:00	200
26.09.2014 16:00:00	188.7
26.09.2014 17:00:00	184.4
26.09.2014 18:00:00	198.4
26.09.2014 19:00:00	216.5
26.09.2014 20:00:00	234.1
26.09.2014 21:00:00	248.9
26.09.2014 22:00:00	258.2
26.09.2014 23:00:00	257.6
27.09.2014 00:00:00	243.3
27.09.2014 01:00:00	223.6
27.09.2014 02:00:00	203
27.09.2014 03:00:00	187.7
27.09.2014 04:00:00	179.2
27.09.2014 05:00:00	176.4
27.09.2014 06:00:00	194.5
27.09.2014 07:00:00	223.9
27.09.2014 08:00:00	248.5
27.09.2014 09:00:00	268.4
27.09.2014 10:00:00	278.8
27.09.2014 11:00:00	279.1
27.09.2014 12:00:00	264.5
27.09.2014 13:00:00	241.4
27.09.2014 14:00:00	217.9
27.09.2014 15:00:00	194.2
27.09.2014 16:00:00	179.5
27.09.2014 17:00:00	175.6
27.09.2014 18:00:00	185.3
27.09.2014 19:00:00	201.3
27.09.2014 20:00:00	214.7
27.09.2014 21:00:00	230.1
27.09.2014 22:00:00	241.2
27.09.2014 23:00:00	244.7
28.09.2014 00:00:00	238.5
28.09.2014 01:00:00	226.5
28.09.2014 02:00:00	210.4
28.09.2014 03:00:00	201.7
28.09.2014 04:00:00	198.3
28.09.2014 05:00:00	199.1
28.09.2014 06:00:00	209.5
28.09.2014 07:00:00	225.8
28.09.2014 08:00:00	242.1
28.09.2014 09:00:00	257.3
28.09.2014 10:00:00	266.7
28.09.2014 11:00:00	267.4
28.09.2014 12:00:00	258.5
28.09.2014 13:00:00	243.4
28.09.2014 14:00:00	224.5
28.09.2014 15:00:00	204.3
28.09.2014 16:00:00	188.4
28.09.2014 17:00:00	179.5
28.09.2014 18:00:00	179.4
28.09.2014 19:00:00	188.2
28.09.2014 20:00:00	201
28.09.2014 21:00:00	215.6
28.09.2014 22:00:00	227.5
28.09.2014 23:00:00	234.5
29.09.2014 00:00:00	237.5
29.09.2014 01:00:00	232.8
29.09.2014 02:00:00	227
29.09.2014 03:00:00	218.9
29.09.2014 04:00:00	212.8
29.09.2014 05:00:00	211.2
29.09.2014 06:00:00	213.2
29.09.2014 07:00:00	220.6
29.09.2014 08:00:00	229.9
29.09.2014 09:00:00	242.4
29.09.2014 10:00:00	253.4
29.09.2014 11:00:00	259
29.09.2014 12:00:00	255.4
29.09.2014 13:00:00	247.7
29.09.2014 14:00:00	232.7
29.09.2014 15:00:00	211.5
29.09.2014 16:00:00	194.2
29.09.2014 17:00:00	184.7
29.09.2014 18:00:00	179.2
29.09.2014 19:00:00	180.8
29.09.2014 20:00:00	191.2
29.09.2014 21:00:00	202.9
29.09.2014 22:00:00	216.1
29.09.2014 23:00:00	226.1
30.09.2014 00:00:00	233.2
30.09.2014 01:00:00	236.5
30.09.2014 02:00:00	235.5
30.09.2014 03:00:00	228.1
30.09.2014 04:00:00	222.8
30.09.2014 05:00:00	218.3
30.09.2014 06:00:00	212.8
30.09.2014 07:00:00	213.4
30.09.2014 08:00:00	222.6
30.09.2014 09:00:00	232.1
30.09.2014 10:00:00	237
30.09.2014 11:00:00	242
30.09.2014 12:00:00	243.4
30.09.2014 13:00:00	237.7
30.09.2014 14:00:00	229.8
30.09.2014 15:00:00	220.7
30.09.2014 16:00:00	208.9
30.09.2014 17:00:00	197.2
30.09.2014 18:00:00	191.5
30.09.2014 19:00:00	189.3
30.09.2014 20:00:00	189.3
30.09.2014 21:00:00	194.7
30.09.2014 22:00:00	205.7
30.09.2014 23:00:00	215.5
01.10.2014 00:00:00	222.7
01.10.2014 01:00:00	226.2
01.10.2014 02:00:00	228.7
01.10.2014 03:00:00	229.1
01.10.2014 04:00:00	224
01.10.2014 05:00:00	222.2
01.10.2014 06:00:00	220
01.10.2014 07:00:00	217.6
01.10.2014 08:00:00	216.8
01.10.2014 09:00:00	219.6
01.10.2014 10:00:00	223.5
01.10.2014 11:00:00	227.3
01.10.2014 12:00:00	231
01.10.2014 13:00:00	231.9
01.10.2014 14:00:00	232.3
01.10.2014 15:00:00	229.5
01.10.2014 16:00:00	219.8
01.10.2014 17:00:00	213.9
01.10.2014 18:00:00	204
01.10.2014 19:00:00	196.1
01.10.2014 20:00:00	193.4
01.10.2014 21:00:00	192.8
01.10.2014 22:00:00	192.9
01.10.2014 23:00:00	193.7
